x,y (H1),EXACT,%Err(H1)
2.538,0.438666566,0.930998488,0.53%
2.539,0.456539937,0.948424256,0.52%
2.54,0.474419656,0.965838496,0.51%
2.541,0.492305279,0.983240757,0.50%
2.542,0.51019636,1.000630587,0.49%
2.543,0.528092451,1.018007534,0.48%
2.544,0.545993107,1.035371148,0.47%
2.545,0.563897879,1.052720975,0.46%
2.546,0.58180632,1.070056563,0.46%
2.547,0.59971798,1.087377461,0.45%
2.548,0.61763241,1.104683216,0.44%
2.549,0.63554916,1.121973376,0.43%
2.55,0.653467781,1.139247489,0.43%
2.551,0.671387821,1.156505101,0.42%
2.552,0.689308828,1.17374576,0.41%
2.553,0.707230353,1.190969015,0.41%
2.554,0.725151941,1.208174412,0.40%
2.555,0.74307314,1.225361499,0.39%
2.556,0.760993498,1.242529823,0.39%
2.557,0.77891256,1.259678932,0.38%
2.558,0.796829874,1.276808374,0.38%
2.559,0.814744983,1.293917696,0.37%
2.56,0.832657434,1.311006445,0.36%
2.561,0.850566771,1.32807417,0.36%
2.562,0.868472539,1.345120418,0.35%
2.563,0.886374282,1.362144738,0.35%
2.564,0.904271544,1.379146676,0.34%
2.565,0.922163867,1.396125781,0.34%
2.566,0.940050796,1.413081602,0.33%
2.567,0.957931872,1.430013686,0.33%
2.568,0.975806638,1.446921583,0.33%
2.569,0.993674637,1.463804841,0.32%
2.57,1.01153541,1.480663008,0.32%
2.571,1.029388499,1.497495634,0.31%
2.572,1.047233445,1.514302268,0.31%
2.573,1.065069788,1.531082459,0.30%
2.574,1.082897071,1.547835758,0.30%
2.575,1.100714833,1.564561713,0.30%
2.576,1.118522615,1.581259875,0.29%
2.577,1.136319956,1.597929795,0.29%
2.578,1.154106398,1.614571022,0.29%
2.579,1.171881479,1.631183109,0.28%
2.58,1.18964474,1.647765605,0.28%
2.581,1.207395719,1.664318063,0.27%
2.582,1.225133956,1.680840034,0.27%
2.583,1.24285899,1.697331071,0.27%
2.584,1.26057036,1.713790725,0.26%
2.585,1.278267606,1.73021855,0.26%
2.586,1.295950265,1.746614099,0.26%
2.587,1.313617876,1.762976925,0.25%
2.588,1.331269978,1.779306582,0.25%
2.589,1.348906111,1.795602625,0.25%
2.59,1.366525811,1.811864608,0.25%
2.591,1.384128618,1.828092086,0.24%
2.592,1.401714069,1.844284615,0.24%
2.593,1.419281704,1.860441751,0.24%
2.594,1.436831061,1.876563049,0.23%
2.595,1.454361678,1.892648068,0.23%
2.596,1.471873093,1.908696365,0.23%
2.597,1.489364846,1.924707496,0.23%
2.598,1.506836473,1.940681021,0.22%
2.599,1.524287514,1.956616499,0.22%
2.6,1.541717508,1.972513488,0.22%
2.601,1.559125993,1.988371549,0.22%
2.602,1.576512507,2.004190243,0.21%
2.603,1.59387659,2.019969129,0.21%
2.604,1.61121778,2.03570777,0.21%
2.605,1.628535616,2.051405727,0.21%
2.606,1.645829638,2.067062565,0.20%
2.607,1.663099385,2.082677845,0.20%
2.608,1.680344395,2.098251132,0.20%
2.609,1.69756421,2.11378199,0.20%
2.61,1.714758368,2.129269985,0.19%
2.611,1.73192641,2.144714682,0.19%
2.612,1.749067876,2.160115648,0.19%
2.613,1.766182305,2.17547245,0.19%
2.614,1.783269239,2.190784656,0.19%
2.615,1.800328219,2.206051835,0.18%
2.616,1.817358786,2.221273556,0.18%
2.617,1.83436048,2.236449388,0.18%
2.618,1.851332844,2.251578902,0.18%
2.619,1.868275419,2.266661671,0.18%
2.62,1.885187748,2.281697266,0.17%
2.621,1.902069373,2.296685259,0.17%
2.622,1.918919836,2.311625226,0.17%
2.623,1.935738682,2.32651674,0.17%
2.624,1.952525454,2.341359377,0.17%
2.625,1.969279694,2.356152712,0.16%
2.626,1.986000948,2.370896323,0.16%
2.627,2.002688761,2.385589788,0.16%
2.628,2.019342676,2.400232685,0.16%
2.629,2.03596224,2.414824593,0.16%
2.63,2.052546998,2.429365094,0.16%
2.631,2.069096497,2.443853768,0.15%
2.632,2.085610282,2.458290197,0.15%
2.633,2.102087902,2.472673964,0.15%
2.634,2.118528904,2.487004654,0.15%
2.635,2.134932835,2.501281852,0.15%
2.636,2.151299244,2.515505142,0.14%
2.637,2.167627681,2.529674112,0.14%
2.638,2.183917694,2.543788349,0.14%
2.639,2.200168834,2.557847443,0.14%
2.64,2.216380652,2.571850982,0.14%
2.641,2.232552698,2.585798558,0.14%
2.642,2.248684524,2.599689762,0.14%
2.643,2.264775682,2.613524187,0.13%
2.644,2.280825726,2.627301427,0.13%
2.645,2.296834208,2.641021075,0.13%
2.646,2.312800682,2.654682729,0.13%
2.647,2.328724704,2.668285984,0.13%
2.648,2.344605828,2.68183044,0.13%
2.649,2.360443611,2.695315694,0.12%
2.65,2.376237608,2.708741347,0.12%
2.651,2.391987377,2.722107,0.12%
2.652,2.407692476,2.735412255,0.12%
2.653,2.423352464,2.748656717,0.12%
2.654,2.438966899,2.761839989,0.12%
2.655,2.454535342,2.774961677,0.12%
2.656,2.470057354,2.788021388,0.11%
2.657,2.485532495,2.80101873,0.11%
2.658,2.500960328,2.813953312,0.11%
2.659,2.516340415,2.826824746,0.11%
2.66,2.531672322,2.839632642,0.11%
2.661,2.546955611,2.852376613,0.11%
2.662,2.562189849,2.865056274,0.11%
2.663,2.577374601,2.87767124,0.10%
2.664,2.592509434,2.890221127,0.10%
2.665,2.607593916,2.902705553,0.10%
2.666,2.622627616,2.915124138,0.10%
2.667,2.637610102,2.927476501,0.10%
2.668,2.652540946,2.939762265,0.10%
2.669,2.667419718,2.951981052,0.10%
2.67,2.68224599,2.964132487,0.10%
2.671,2.697019336,2.976216196,0.09%
2.672,2.711739329,2.988231804,0.09%
2.673,2.726405543,3.000178942,0.09%
2.674,2.741017555,3.012057238,0.09%
2.675,2.755574941,3.023866323,0.09%
2.676,2.770077279,3.03560583,0.09%
2.677,2.784524147,3.047275393,0.09%
2.678,2.798915125,3.058874647,0.08%
2.679,2.813249794,3.070403228,0.08%
2.68,2.827527734,3.081860775,0.08%
2.681,2.841748529,3.093246927,0.08%
2.682,2.855911762,3.104561325,0.08%
2.683,2.870017017,3.115803611,0.08%
2.684,2.884063881,3.126973429,0.08%
2.685,2.898051939,3.138070425,0.08%
2.686,2.911980781,3.149094245,0.08%
2.687,2.925849994,3.160044538,0.07%
2.688,2.939659169,3.170920953,0.07%
2.689,2.953407896,3.181723142,0.07%
2.69,2.967095769,3.192450758,0.07%
2.691,2.980722379,3.203103454,0.07%
2.692,2.994287323,3.213680887,0.07%
2.693,3.007790194,3.224182715,0.07%
2.694,3.021230591,3.234608596,0.07%
2.695,3.034608111,3.244958192,0.06%
2.696,3.047922353,3.255231163,0.06%
2.697,3.061172918,3.265427175,0.06%
2.698,3.074359406,3.275545892,0.06%
2.699,3.087481422,3.285586982,0.06%
2.7,3.100538568,3.295550112,0.06%
2.701,3.113530451,3.305434955,0.06%
2.702,3.126456676,3.315241181,0.06%
2.703,3.139316851,3.324968464,0.06%
2.704,3.152110586,3.334616479,0.05%
2.705,3.16483749,3.344184904,0.05%
2.706,3.177497176,3.353673417,0.05%
2.707,3.190089256,3.363081698,0.05%
2.708,3.202613344,3.37240943,0.05%
2.709,3.215069057,3.381656295,0.05%
2.71,3.22745601,3.390821981,0.05%
2.711,3.239773823,3.399906173,0.05%
2.712,3.252022115,3.408908561,0.05%
2.713,3.264200507,3.417828835,0.04%
2.714,3.276308621,3.426666689,0.04%
2.715,3.288346081,3.435421816,0.04%
2.716,3.300312513,3.444093913,0.04%
2.717,3.312207543,3.452682677,0.04%
2.718,3.324030799,3.461187807,0.04%
2.719,3.33578191,3.469609006,0.04%
2.72,3.347460508,3.477945977,0.04%
2.721,3.359066225,3.486198424,0.04%
2.722,3.370598695,3.494366056,0.04%
2.723,3.382057553,3.502448579,0.03%
2.724,3.393442436,3.510445706,0.03%
2.725,3.404752983,3.518357149,0.03%
2.726,3.415988833,3.526182622,0.03%
2.727,3.427149627,3.533921841,0.03%
2.728,3.43823501,3.541574525,0.03%
2.729,3.449244625,3.549140394,0.03%
2.73,3.460178118,3.556619169,0.03%
2.731,3.471035137,3.564010575,0.03%
2.732,3.481815331,3.571314338,0.03%
2.733,3.492518351,3.578530184,0.02%
2.734,3.50314385,3.585657845,0.02%
2.735,3.513691481,3.592697052,0.02%
2.736,3.5241609,3.599647538,0.02%
2.737,3.534551764,3.60650904,0.02%
2.738,3.544863732,3.613281294,0.02%
2.739,3.555096465,3.61996404,0.02%
2.74,3.565249625,3.62655702,0.02%
2.741,3.575322876,3.633059978,0.02%
2.742,3.585315883,3.63947266,0.01%
2.743,3.595228314,3.645794812,0.01%
2.744,3.605059838,3.652026185,0.01%
2.745,3.614810125,3.65816653,0.01%
2.746,3.624478848,3.664215601,0.01%
2.747,3.634065681,3.670173155,0.01%
2.748,3.643570299,3.676038948,0.01%
2.749,3.652992381,3.681812742,0.01%
2.75,3.662331605,3.687494298,0.01%
2.751,3.671587654,3.69308338,0.01%
2.752,3.680760209,3.698579754,0.00%
2.753,3.689848957,3.70398319,0.00%
2.754,3.698853582,3.709293457,0.00%
2.755,3.707773774,3.714510328,0.00%
2.756,3.716609223,3.719633578,0.00%
2.757,3.72535962,3.724662984,0.00%
2.758,3.73402466,3.729598325,0.00%
2.759,3.742604038,3.734439382,0.00%
2.76,3.751097452,3.739185938,0.00%
2.761,3.759504602,3.743837779,0.00%
2.762,3.767825188,3.748394693,0.01%
2.763,3.776058914,3.752856469,0.01%
2.764,3.784205484,3.7572229,0.01%
2.765,3.792264607,3.761493781,0.01%
2.766,3.80023599,3.765668906,0.01%
2.767,3.808119345,3.769748076,0.01%
2.768,3.815914384,3.773731091,0.01%
2.769,3.823620823,3.777617755,0.01%
2.77,3.831238377,3.781407872,0.01%
2.771,3.838766765,3.78510125,0.01%
2.772,3.846205709,3.7886977,0.02%
2.773,3.85355493,3.792197034,0.02%
2.774,3.860814154,3.795599065,0.02%
2.775,3.867983106,3.798903611,0.02%
2.776,3.875061515,3.802110491,0.02%
2.777,3.882049113,3.805219525,0.02%
2.778,3.88894563,3.808230538,0.02%
2.779,3.895750804,3.811143355,0.02%
2.78,3.902464368,3.813957805,0.02%
2.781,3.909086064,3.816673718,0.02%
2.782,3.915615631,3.819290926,0.03%
2.783,3.922052812,3.821809266,0.03%
2.784,3.928397353,3.824228573,0.03%
2.785,3.934649,3.826548689,0.03%
2.786,3.940807502,3.828769455,0.03%
2.787,3.946872611,3.830890716,0.03%
2.788,3.95284408,3.832912319,0.03%
2.789,3.958721664,3.834834113,0.03%
2.79,3.964505121,3.836655949,0.03%
2.791,3.970194211,3.838377681,0.03%
2.792,3.975788696,3.839999166,0.04%
2.793,3.981288339,3.841520263,0.04%
2.794,3.986692907,3.842940833,0.04%
2.795,3.992002168,3.844260738,0.04%
2.796,3.997215893,3.845479846,0.04%
2.797,4.002333854,3.846598025,0.04%
2.798,4.007355827,3.847615144,0.04%
2.799,4.012281588,3.848531078,0.04%
2.8,4.017110916,3.849345702,0.04%
2.801,4.021843594,3.850058895,0.04%
2.802,4.026479404,3.850670536,0.05%
2.803,4.031018134,3.851180508,0.05%
2.804,4.03545957,3.851588698,0.05%
2.805,4.039803504,3.851894992,0.05%
2.806,4.044049729,3.852099282,0.05%
2.807,4.048198038,3.852201459,0.05%
2.808,4.05224823,3.85220142,0.05%
2.809,4.056200104,3.852099062,0.05%
2.81,4.060053462,3.851894284,0.05%
2.811,4.063808108,3.851586991,0.06%
2.812,4.067463848,3.851177087,0.06%
2.813,4.071020491,3.850664479,0.06%
2.814,4.074477848,3.850049079,0.06%
2.815,4.077835732,3.849330798,0.06%
2.816,4.081093959,3.848509552,0.06%
2.817,4.084252347,3.847585258,0.06%
2.818,4.087310716,3.846557838,0.06%
2.819,4.090268889,3.845427213,0.06%
2.82,4.093126691,3.844193309,0.06%
2.821,4.09588395,3.842856053,0.07%
2.822,4.098540494,3.841415377,0.07%
2.823,4.101096157,3.839871213,0.07%
2.824,4.103550772,3.838223496,0.07%
2.825,4.105904177,3.836472165,0.07%
2.826,4.10815621,3.83461716,0.07%
2.827,4.110306715,3.832658425,0.07%
2.828,4.112355534,3.830595904,0.07%
2.829,4.114302514,3.828429547,0.07%
2.83,4.116147504,3.826159303,0.08%
2.831,4.117890355,3.823785127,0.08%
2.832,4.119530922,3.821306975,0.08%
2.833,4.12106906,3.818724805,0.08%
2.834,4.122504629,3.816038578,0.08%
2.835,4.123837488,3.813248257,0.08%
2.836,4.125067503,3.810353811,0.08%
2.837,4.126194538,3.807355206,0.08%
2.838,4.127218462,3.804252415,0.08%
2.839,4.128139147,3.801045412,0.09%
2.84,4.128956465,3.797734174,0.09%
2.841,4.129670293,3.79431868,0.09%
2.842,4.130280509,3.790798912,0.09%
2.843,4.130786994,3.787174855,0.09%
2.844,4.131189631,3.783446496,0.09%
2.845,4.131488307,3.779613824,0.09%
2.846,4.13168291,3.775676832,0.09%
2.847,4.13177333,3.771635516,0.10%
2.848,4.131759462,3.767489872,0.10%
2.849,4.131641201,3.763239902,0.10%
2.85,4.131418445,3.758885608,0.10%
2.851,4.131091097,3.754426996,0.10%
2.852,4.130659059,3.749864074,0.10%
2.853,4.130122237,3.745196853,0.10%
2.854,4.129480541,3.740425347,0.10%
2.855,4.128733882,3.735549572,0.11%
2.856,4.127882173,3.730569546,0.11%
2.857,4.126925331,3.725485292,0.11%
2.858,4.125863275,3.720296833,0.11%
2.859,4.124695927,3.715004196,0.11%
2.86,4.12342321,3.709607411,0.11%
2.861,4.122045051,3.704106509,0.11%
2.862,4.12056138,3.698501526,0.11%
2.863,4.118972129,3.692792499,0.12%
2.864,4.117277232,3.686979469,0.12%
2.865,4.115476626,3.681062477,0.12%
2.866,4.113570251,3.67504157,0.12%
2.867,4.111558049,3.668916795,0.12%
2.868,4.109439966,3.662688204,0.12%
2.869,4.107215948,3.656355849,0.12%
2.87,4.104885947,3.649919788,0.12%
2.871,4.102449914,3.643380079,0.13%
2.872,4.099907805,3.636736782,0.13%
2.873,4.097259579,3.629989964,0.13%
2.874,4.094505196,3.623139689,0.13%
2.875,4.09164462,3.616186029,0.13%
2.876,4.088677816,3.609129055,0.13%
2.877,4.085604753,3.601968842,0.13%
2.878,4.082425403,3.594705468,0.14%
2.879,4.079139739,3.587339013,0.14%
2.88,4.075747738,3.579869559,0.14%
2.881,4.07224938,3.572297194,0.14%
2.882,4.068644646,3.564622004,0.14%
2.883,4.064933521,3.556844081,0.14%
2.884,4.061115992,3.548963519,0.14%
2.885,4.05719205,3.540980414,0.15%
2.886,4.053161687,3.532894865,0.15%
2.887,4.049024898,3.524706974,0.15%
2.888,4.044781681,3.516416845,0.15%
2.889,4.040432038,3.508024586,0.15%
2.89,4.035975971,3.499530306,0.15%
2.891,4.031413486,3.490934117,0.15%
2.892,4.026744593,3.482236136,0.16%
2.893,4.021969303,3.47343648,0.16%
2.894,4.017087629,3.464535269,0.16%
2.895,4.01209959,3.455532627,0.16%
2.896,4.007005204,3.44642868,0.16%
2.897,4.001804494,3.437223556,0.16%
2.898,3.996497484,3.427917387,0.17%
2.899,3.991084203,3.418510307,0.17%
2.9,3.985564681,3.409002451,0.17%
2.901,3.979938952,3.399393961,0.17%
2.902,3.97420705,3.389684977,0.17%
2.903,3.968369014,3.379875645,0.17%
2.904,3.962424887,3.369966112,0.18%
2.905,3.956374711,3.359956527,0.18%
2.906,3.950218534,3.349847045,0.18%
2.907,3.943956405,3.339637819,0.18%
2.908,3.937588376,3.329329009,0.18%
2.909,3.931114502,3.318920775,0.18%
2.91,3.924534841,3.308413281,0.19%
2.911,3.917849454,3.297806692,0.19%
2.912,3.911058402,3.287101178,0.19%
2.913,3.904161753,3.27629691,0.19%
2.914,3.897159575,3.265394062,0.19%
2.915,3.890051938,3.254392811,0.20%
2.916,3.882838918,3.243293336,0.20%
2.917,3.87552059,3.23209582,0.20%
2.918,3.868097035,3.220800448,0.20%
2.919,3.860568334,3.209407406,0.20%
2.92,3.852934574,3.197916884,0.20%
2.921,3.84519584,3.186329077,0.21%
2.922,3.837352224,3.174644179,0.21%
2.923,3.82940382,3.162862387,0.21%
2.924,3.821350722,3.150983904,0.21%
2.925,3.81319303,3.139008931,0.21%
2.926,3.804930845,3.126937676,0.22%
2.927,3.796564272,3.114770346,0.22%
2.928,3.788093417,3.102507153,0.22%
2.929,3.779518389,3.090148311,0.22%
2.93,3.770839303,3.077694037,0.23%
2.931,3.762056271,3.065144549,0.23%
2.932,3.753169413,3.052500069,0.23%
2.933,3.744178849,3.039760822,0.23%
2.934,3.735084702,3.026927035,0.23%
2.935,3.725887098,3.013998937,0.24%
2.936,3.716586167,3.000976761,0.24%
2.937,3.70718204,2.987860741,0.24%
2.938,3.697674851,2.974651115,0.24%
2.939,3.688064737,2.961348123,0.25%
2.94,3.678351838,2.947952007,0.25%
2.941,3.668536297,2.934463013,0.25%
2.942,3.658618259,2.920881389,0.25%
2.943,3.648597872,2.907207385,0.26%
2.944,3.638475286,2.893441254,0.26%
2.945,3.628250655,2.879583252,0.26%
2.946,3.617924136,2.865633637,0.26%
2.947,3.607495887,2.851592669,0.27%
2.948,3.59696607,2.837460613,0.27%
2.949,3.586334849,2.823237733,0.27%
2.95,3.575602391,2.808924298,0.27%
2.951,3.564768867,2.79452058,0.28%
2.952,3.553834448,2.780026851,0.28%
2.953,3.542799311,2.765443389,0.28%
2.954,3.531663633,2.750770471,0.28%
2.955,3.520427594,2.736008378,0.29%
2.956,3.509091379,2.721157395,0.29%
2.957,3.497655173,2.706217808,0.29%
2.958,3.486119166,2.691189905,0.30%
2.959,3.474483548,2.676073978,0.30%
2.96,3.462748515,2.66087032,0.30%
2.961,3.450914263,2.645579228,0.30%
2.962,3.438980991,2.630201001,0.31%
2.963,3.426948903,2.614735939,0.31%
2.964,3.414818203,2.599184348,0.31%
2.965,3.402589099,2.583546532,0.32%
2.966,3.390261802,2.567822802,0.32%
2.967,3.377836525,2.552013467,0.32%
2.968,3.365313483,2.536118842,0.33%
2.969,3.352692896,2.520139243,0.33%
2.97,3.339974984,2.504074989,0.33%
2.971,3.327159971,2.487926401,0.34%
2.972,3.314248084,2.471693802,0.34%
2.973,3.301239553,2.455377519,0.34%
2.974,3.288134609,2.438977879,0.35%
2.975,3.274933486,2.422495215,0.35%
2.976,3.261636422,2.405929858,0.36%
2.977,3.248243658,2.389282146,0.36%
2.978,3.234755435,2.372552415,0.36%
2.979,3.221171998,2.355741007,0.37%
2.98,3.207493597,2.338848265,0.37%
2.981,3.19372048,2.321874533,0.38%
2.982,3.179852902,2.304820161,0.38%
2.983,3.165891118,2.287685497,0.38%
2.984,3.151835387,2.270470895,0.39%
2.985,3.13768597,2.253176709,0.39%
2.986,3.12344313,2.235803297,0.40%
2.987,3.109107134,2.218351018,0.40%
2.988,3.09467825,2.200820234,0.41%
2.989,3.080156751,2.18321131,0.41%
2.99,3.065542911,2.165524612,0.42%
2.991,3.050837006,2.147760509,0.42%
2.992,3.036039315,2.129919373,0.43%
2.993,3.021150122,2.112001577,0.43%
2.994,3.006169709,2.094007497,0.44%
2.995,2.991098365,2.075937511,0.44%
2.996,2.97593638,2.057792001,0.45%
2.997,2.960684045,2.039571348,0.45%
2.998,2.945341656,2.021275938,0.46%
2.999,2.929909509,2.002906159,0.46%
3,2.914387906,1.9844624,0.47%
3.001,2.898777148,1.965945052,0.47%
3.002,2.883077541,1.94735451,0.48%
3.003,2.867289393,1.928691171,0.49%
3.004,2.851413014,1.909955434,0.49%
3.005,2.835448716,1.891147698,0.50%
3.006,2.819396815,1.872268367,0.51%
3.007,2.803257629,1.853317846,0.51%
3.008,2.787031479,1.834296544,0.52%
3.009,2.770718686,1.815204869,0.53%
3.01,2.754319577,1.796043234,0.53%
3.011,2.73783448,1.776812052,0.54%
3.012,2.721263724,1.75751174,0.55%
3.013,2.704607643,1.738142717,0.56%
3.014,2.687866573,1.718705402,0.56%
3.015,2.671040851,1.699200219,0.57%
3.016,2.654130817,1.679627592,0.58%
3.017,2.637136814,1.659987949,0.59%
3.018,2.620059188,1.640281718,0.60%
3.019,2.602898286,1.620509331,0.61%
3.02,2.58565446,1.60067122,0.62%
3.021,2.56832806,1.580767823,0.62%
3.022,2.550919442,1.560799575,0.63%
3.023,2.533428965,1.540766916,0.64%
3.024,2.515856987,1.520670289,0.65%
3.025,2.498203872,1.500510136,0.66%
3.026,2.480469983,1.480286904,0.68%
3.027,2.462655689,1.46000104,0.69%
3.028,2.444761359,1.439652995,0.70%
3.029,2.426787364,1.419243219,0.71%
3.03,2.408734079,1.398772167,0.72%
3.031,2.390601881,1.378240294,0.73%
3.032,2.37239115,1.35764806,0.75%
3.033,2.354102265,1.336995922,0.76%
3.034,2.335735612,1.316284344,0.77%
3.035,2.317291576,1.295513788,0.79%
3.036,2.298770547,1.274684721,0.80%
3.037,2.280172914,1.25379761,0.82%
3.038,2.261499071,1.232852925,0.83%
3.039,2.242749414,1.211851137,0.85%
3.04,2.22392434,1.19079272,0.87%
3.041,2.20502425,1.169678149,0.89%
3.042,2.186049545,1.148507901,0.90%
3.043,2.167000631,1.127282456,0.92%
3.044,2.147877914,1.106002294,0.94%
3.045,2.128681805,1.084667898,0.96%
3.046,2.109412713,1.063279754,0.98%
3.047,2.090071054,1.041838346,1.01%
3.048,2.070657243,1.020344165,1.03%
3.049,2.051171698,0.9987977,1.05%
3.05,2.03161484,0.977199442,1.08%
3.051,2.011987091,0.955549887,1.11%
3.052,1.992288877,0.933849529,1.13%
3.053,1.972520625,0.912098866,1.16%
3.054,1.952682763,0.890298397,1.19%
3.055,1.932775724,0.868448623,1.23%
3.056,1.912799941,0.846550046,1.26%
3.057,1.89275585,0.824603172,1.30%
3.058,1.872643889,0.802608505,1.33%
3.059,1.852464498,0.780566554,1.37%
3.06,1.832218119,0.758477829,1.42%
3.061,1.811905198,0.73634284,1.46%
3.062,1.79152618,0.714162101,1.51%
3.063,1.771081514,0.691936126,1.56%
3.064,1.750571651,0.669665431,1.61%
3.065,1.729997045,0.647350535,1.67%
3.066,1.709358149,0.624991956,1.74%
3.067,1.688655421,0.602590216,1.80%
3.068,1.66788932,0.580145838,1.87%
3.069,1.647060308,0.557659345,1.95%
3.07,1.626168847,0.535131265,2.04%
3.071,1.605215403,0.512562124,2.13%
3.072,1.584200443,0.489952451,2.23%
3.073,1.563124437,0.467302777,2.35%
3.074,1.541987856,0.444613635,2.47%
3.075,1.520791173,0.421885557,2.60%
3.076,1.499534863,0.39911908,2.76%
3.077,1.478219405,0.376314739,2.93%
3.078,1.456845277,0.353473074,3.12%
3.079,1.43541296,0.330594623,3.34%
3.08,1.413922938,0.307679928,3.60%
3.081,1.392375696,0.284729532,3.89%
3.082,1.370771721,0.261743979,4.24%
3.083,1.349111502,0.238723813,4.65%
3.084,1.327395529,0.215669583,5.15%
3.085,1.305624297,0.192581836,5.78%
3.086,1.283798299,0.169461122,6.58%
3.087,1.261918032,0.146307992,7.63%
3.088,1.239983994,0.123122999,9.07%
3.089,1.217996687,0.099906697,11.19%
3.09,1.195956611,0.07665964,14.60%
3.091,1.173864271,0.053382386,20.99%
3.092,1.151720173,0.030075491,37.29%
3.093,1.129524825,0.006739516,166.60%
3.094,1.107278735,-0.01662498,-67.60%
3.095,1.084982415,-0.040017434,-28.11%
3.096,1.062636379,-0.063437284,-17.75%
3.097,1.04024114,-0.086883966,-12.97%
3.098,1.017797216,-0.110356914,-10.22%
3.099,0.995305124,-0.133855561,-8.44%
3.1,0.972765385,-0.157379339,-7.18%
3.101,0.95017852,-0.180927679,-6.25%
3.102,0.927545054,-0.204500011,-5.54%
3.103,0.90486551,-0.228095764,-4.97%
3.104,0.882140416,-0.251714365,-4.50%
3.105,0.859370301,-0.275355239,-4.12%
3.106,0.836555694,-0.299017813,-3.80%
3.107,0.813697128,-0.322701509,-3.52%
3.108,0.790795135,-0.346405751,-3.28%
3.109,0.767850252,-0.370129961,-3.07%
3.11,0.744863014,-0.393873559,-2.89%
3.111,0.721833961,-0.417635964,-2.73%
3.112,0.698763631,-0.441416596,-2.58%
3.113,0.675652567,-0.465214871,-2.45%
3.114,0.652501312,-0.489030207,-2.33%
3.115,0.62931041,-0.512862018,-2.23%
3.116,0.606080407,-0.536709719,-2.13%
3.117,0.582811852,-0.560572724,-2.04%
3.118,0.559505293,-0.584450444,-1.96%
3.119,0.536161282,-0.608342292,-1.88%
3.12,0.51278037,-0.632247678,-1.81%
3.121,0.489363111,-0.656166012,-1.75%
3.122,0.465910061,-0.680096701,-1.69%
3.123,0.442421775,-0.704039155,-1.63%
3.124,0.418898814,-0.727992781,-1.58%
3.125,0.395341734,-0.751956983,-1.53%
3.126,0.371751099,-0.775931167,-1.48%
3.127,0.34812747,-0.799914739,-1.44%
3.128,0.324471411,-0.8239071,-1.39%
3.129,0.300783486,-0.847907654,-1.35%
3.13,0.277064264,-0.871915803,-1.32%
3.131,0.253314311,-0.895930948,-1.28%
3.132,0.229534197,-0.919952489,-1.25%
3.133,0.205724492,-0.943979825,-1.22%
3.134,0.181885769,-0.968012356,-1.19%
3.135,0.1580186,-0.99204948,-1.16%
3.136,0.13412356,-1.016090593,-1.13%
3.137,0.110201224,-1.040135093,-1.11%
3.138,0.086252171,-1.064182376,-1.08%
3.139,0.062276977,-1.088231836,-1.06%
3.14,0.038276223,-1.112282869,-1.03%
3.141,0.014250489,-1.136334868,-1.01%
3.142,-0.009799642,-1.160387227,-0.99%
3.143,-0.033873589,-1.184439339,-0.97%
3.144,-0.057970765,-1.208490595,-0.95%
3.145,-0.082090586,-1.232540387,-0.93%
3.146,-0.106232465,-1.256588106,-0.92%
3.147,-0.130395815,-1.280633144,-0.90%
3.148,-0.154580046,-1.304674888,-0.88%
3.149,-0.178784568,-1.328712729,-0.87%
3.15,-0.20300879,-1.352746057,-0.85%
3.151,-0.22725212,-1.376774258,-0.83%
3.152,-0.251513964,-1.40079672,-0.82%
3.153,-0.275793728,-1.424812832,-0.81%
3.154,-0.300090818,-1.448821981,-0.79%
3.155,-0.324404635,-1.472823552,-0.78%
3.156,-0.348734583,-1.496816931,-0.77%
3.157,-0.373080063,-1.520801505,-0.75%
3.158,-0.397440476,-1.544776659,-0.74%
3.159,-0.421815221,-1.568741778,-0.73%
3.16,-0.446203697,-1.592696245,-0.72%
3.161,-0.470605301,-1.616639446,-0.71%
