x,y (H1),EXACT,%Err(H1)
4.73,-10.60280013,-10.40550683,-0.02%
4.731,-10.60328768,-10.39539131,-0.02%
4.732,-10.60350785,-10.38500806,-0.02%
4.733,-10.60346036,-10.37435707,-0.02%
4.734,-10.60314496,-10.36343835,-0.02%
4.735,-10.60256138,-10.35225189,-0.02%
4.736,-10.60170937,-10.34079772,-0.03%
4.737,-10.60058868,-10.32907586,-0.03%
4.738,-10.59919907,-10.31708634,-0.03%
4.739,-10.59754031,-10.30482918,-0.03%
4.74,-10.59561217,-10.29230444,-0.03%
4.741,-10.59341442,-10.27951216,-0.03%
4.742,-10.59094686,-10.2664524,-0.03%
4.743,-10.58820928,-10.25312521,-0.03%
4.744,-10.58520147,-10.23953068,-0.03%
4.745,-10.58192324,-10.22566886,-0.03%
4.746,-10.57837441,-10.21153986,-0.04%
4.747,-10.57455479,-10.19714375,-0.04%
4.748,-10.5704642,-10.18248063,-0.04%
4.749,-10.56610249,-10.16755061,-0.04%
4.75,-10.56146949,-10.1523538,-0.04%
4.751,-10.55656504,-10.13689031,-0.04%
4.752,-10.551389,-10.12116027,-0.04%
4.753,-10.54594122,-10.10516381,-0.04%
4.754,-10.54022157,-10.08890106,-0.04%
4.755,-10.53422993,-10.07237217,-0.05%
4.756,-10.52796618,-10.05557729,-0.05%
4.757,-10.52143019,-10.03851658,-0.05%
4.758,-10.51462187,-10.02119021,-0.05%
4.759,-10.5075411,-10.00359834,-0.05%
4.76,-10.50018781,-9.985741163,-0.05%
4.761,-10.4925619,-9.967618852,-0.05%
4.762,-10.48466328,-9.949231604,-0.05%
4.763,-10.4764919,-9.93057962,-0.05%
4.764,-10.46804768,-9.911663104,-0.06%
4.765,-10.45933056,-9.892482271,-0.06%
4.766,-10.45034048,-9.87303734,-0.06%
4.767,-10.44107741,-9.853328539,-0.06%
4.768,-10.43154131,-9.833356101,-0.06%
4.769,-10.42173213,-9.813120268,-0.06%
4.77,-10.41164987,-9.792621286,-0.06%
4.771,-10.40129448,-9.77185941,-0.06%
4.772,-10.39066598,-9.750834903,-0.07%
4.773,-10.37976435,-9.729548031,-0.07%
4.774,-10.36858959,-9.707999072,-0.07%
4.775,-10.35714171,-9.686188306,-0.07%
4.776,-10.34542073,-9.664116022,-0.07%
4.777,-10.33342667,-9.641782518,-0.07%
4.778,-10.32115956,-9.619188095,-0.07%
4.779,-10.30861945,-9.596333063,-0.07%
4.78,-10.29580636,-9.573217739,-0.08%
4.781,-10.28272035,-9.549842447,-0.08%
4.782,-10.26936148,-9.526207516,-0.08%
4.783,-10.25572982,-9.502313285,-0.08%
4.784,-10.24182543,-9.478160097,-0.08%
4.785,-10.2276484,-9.453748304,-0.08%
4.786,-10.2131988,-9.429078263,-0.08%
4.787,-10.19847674,-9.404150339,-0.08%
4.788,-10.18348231,-9.378964904,-0.09%
4.789,-10.16821561,-9.353522337,-0.09%
4.79,-10.15267677,-9.327823024,-0.09%
4.791,-10.13686589,-9.301867355,-0.09%
4.792,-10.12078312,-9.275655731,-0.09%
4.793,-10.10442857,-9.249188559,-0.09%
4.794,-10.0878024,-9.22246625,-0.09%
4.795,-10.07090475,-9.195489224,-0.10%
4.796,-10.05373578,-9.168257909,-0.10%
4.797,-10.03629565,-9.140772737,-0.10%
4.798,-10.01858452,-9.11303415,-0.10%
4.799,-10.00060258,-9.085042593,-0.10%
4.8,-9.982350011,-9.056798523,-0.10%
4.801,-9.963826997,-9.028302398,-0.10%
4.802,-9.94503374,-8.999554687,-0.11%
4.803,-9.925970442,-8.970555865,-0.11%
4.804,-9.906637316,-8.941306413,-0.11%
4.805,-9.88703458,-8.911806818,-0.11%
4.806,-9.867162459,-8.882057577,-0.11%
4.807,-9.847021187,-8.85205919,-0.11%
4.808,-9.826611002,-8.821812167,-0.11%
4.809,-9.805932151,-8.791317022,-0.12%
4.81,-9.784984888,-8.760574278,-0.12%
4.811,-9.763769473,-8.729584464,-0.12%
4.812,-9.742286174,-8.698348115,-0.12%
4.813,-9.720535266,-8.666865774,-0.12%
4.814,-9.698517031,-8.635137989,-0.12%
4.815,-9.676231756,-8.603165318,-0.12%
4.816,-9.653679739,-8.570948323,-0.13%
4.817,-9.630861281,-8.538487573,-0.13%
4.818,-9.607776694,-8.505783644,-0.13%
4.819,-9.584426292,-8.472837119,-0.13%
4.82,-9.560810402,-8.439648588,-0.13%
4.821,-9.536929353,-8.406218648,-0.13%
4.822,-9.512783484,-8.3725479,-0.14%
4.823,-9.488373139,-8.338636955,-0.14%
4.824,-9.463698671,-8.304486429,-0.14%
4.825,-9.438760439,-8.270096945,-0.14%
4.826,-9.413558809,-8.235469134,-0.14%
4.827,-9.388094154,-8.20060363,-0.14%
4.828,-9.362366854,-8.165501078,-0.15%
4.829,-9.336377296,-8.130162126,-0.15%
4.83,-9.310125875,-8.094587431,-0.15%
4.831,-9.283612991,-8.058777657,-0.15%
4.832,-9.256839054,-8.022733471,-0.15%
4.833,-9.229804477,-7.986455551,-0.16%
4.834,-9.202509684,-7.949944579,-0.16%
4.835,-9.174955103,-7.913201244,-0.16%
4.836,-9.147141171,-7.876226242,-0.16%
4.837,-9.11906833,-7.839020276,-0.16%
4.838,-9.090737032,-7.801584053,-0.17%
4.839,-9.062147732,-7.76391829,-0.17%
4.84,-9.033300896,-7.726023708,-0.17%
4.841,-9.004196994,-7.687901035,-0.17%
4.842,-8.974836505,-7.649551008,-0.17%
4.843,-8.945219913,-7.610974366,-0.18%
4.844,-8.91534771,-7.572171858,-0.18%
4.845,-8.885220395,-7.533144238,-0.18%
4.846,-8.854838474,-7.493892267,-0.18%
4.847,-8.824202461,-7.454416711,-0.18%
4.848,-8.793312873,-7.414718345,-0.19%
4.849,-8.762170239,-7.374797949,-0.19%
4.85,-8.730775092,-7.334656308,-0.19%
4.851,-8.699127972,-7.294294215,-0.19%
4.852,-8.667229427,-7.253712471,-0.19%
4.853,-8.635080011,-7.212911879,-0.20%
4.854,-8.602680285,-7.171893252,-0.20%
4.855,-8.570030817,-7.130657407,-0.20%
4.856,-8.537132182,-7.08920517,-0.20%
4.857,-8.503984962,-7.047537371,-0.21%
4.858,-8.470589746,-7.005654847,-0.21%
4.859,-8.436947129,-6.963558441,-0.21%
4.86,-8.403057713,-6.921249002,-0.21%
4.861,-8.368922108,-6.878727387,-0.22%
4.862,-8.33454093,-6.835994457,-0.22%
4.863,-8.299914802,-6.793051081,-0.22%
4.864,-8.265044353,-6.749898132,-0.22%
4.865,-8.22993022,-6.706536491,-0.23%
4.866,-8.194573046,-6.662967045,-0.23%
4.867,-8.158973481,-6.619190687,-0.23%
4.868,-8.123132182,-6.575208315,-0.24%
4.869,-8.087049812,-6.531020834,-0.24%
4.87,-8.050727043,-6.486629156,-0.24%
4.871,-8.01416455,-6.442034197,-0.24%
4.872,-7.977363018,-6.397236882,-0.25%
4.873,-7.940323137,-6.352238138,-0.25%
4.874,-7.903045605,-6.307038902,-0.25%
4.875,-7.865531126,-6.261640115,-0.26%
4.876,-7.827780409,-6.216042723,-0.26%
4.877,-7.789794174,-6.17024768,-0.26%
4.878,-7.751573142,-6.124255946,-0.27%
4.879,-7.713118046,-6.078068484,-0.27%
4.88,-7.674429622,-6.031686267,-0.27%
4.881,-7.635508615,-5.985110272,-0.28%
4.882,-7.596355775,-5.93834148,-0.28%
4.883,-7.556971858,-5.89138088,-0.28%
4.884,-7.51735763,-5.844229468,-0.29%
4.885,-7.477513859,-5.796888242,-0.29%
4.886,-7.437441324,-5.74935821,-0.29%
4.887,-7.397140807,-5.701640383,-0.30%
4.888,-7.356613098,-5.653735779,-0.30%
4.889,-7.315858995,-5.605645421,-0.31%
4.89,-7.2748793,-5.557370338,-0.31%
4.891,-7.233674822,-5.508911564,-0.31%
4.892,-7.192246378,-5.460270141,-0.32%
4.893,-7.15059479,-5.411447114,-0.32%
4.894,-7.108720887,-5.362443535,-0.33%
4.895,-7.066625505,-5.313260461,-0.33%
4.896,-7.024309485,-5.263898955,-0.33%
4.897,-6.981773676,-5.214360086,-0.34%
4.898,-6.939018932,-5.164644928,-0.34%
4.899,-6.896046115,-5.11475456,-0.35%
4.9,-6.852856091,-5.064690067,-0.35%
4.901,-6.809449735,-5.01445254,-0.36%
4.902,-6.765827927,-4.964043075,-0.36%
4.903,-6.721991552,-4.913462773,-0.37%
4.904,-6.677941505,-4.862712741,-0.37%
4.905,-6.633678684,-4.811794092,-0.38%
4.906,-6.589203993,-4.760707943,-0.38%
4.907,-6.544518346,-4.709455417,-0.39%
4.908,-6.499622659,-4.658037642,-0.40%
4.909,-6.454517857,-4.606455752,-0.40%
4.91,-6.40920487,-4.554710886,-0.41%
4.911,-6.363684634,-4.502804188,-0.41%
4.912,-6.317958092,-4.450736808,-0.42%
4.913,-6.272026192,-4.398509899,-0.43%
4.914,-6.22588989,-4.346124622,-0.43%
4.915,-6.179550147,-4.293582142,-0.44%
4.916,-6.13300793,-4.240883629,-0.45%
4.917,-6.086264211,-4.188030258,-0.45%
4.918,-6.039319971,-4.135023208,-0.46%
4.919,-5.992176194,-4.081863667,-0.47%
4.92,-5.944833872,-4.028552824,-0.48%
4.921,-5.897294003,-3.975091873,-0.48%
4.922,-5.849557588,-3.921482017,-0.49%
4.923,-5.801625639,-3.86772446,-0.50%
4.924,-5.753499169,-3.813820412,-0.51%
4.925,-5.705179201,-3.759771088,-0.52%
4.926,-5.656666761,-3.705577709,-0.53%
4.927,-5.607962883,-3.6512415,-0.54%
4.928,-5.559068605,-3.59676369,-0.55%
4.929,-5.509984971,-3.542145514,-0.56%
4.93,-5.460713033,-3.487388212,-0.57%
4.931,-5.411253847,-3.432493026,-0.58%
4.932,-5.361608474,-3.377461207,-0.59%
4.933,-5.311777984,-3.322294008,-0.60%
4.934,-5.261763448,-3.266992687,-0.61%
4.935,-5.211565948,-3.211558506,-0.62%
4.936,-5.161186567,-3.155992734,-0.64%
4.937,-5.110626397,-3.100296642,-0.65%
4.938,-5.059886534,-3.044471508,-0.66%
4.939,-5.00896808,-2.988518612,-0.68%
4.94,-4.957872142,-2.932439239,-0.69%
4.941,-4.906599834,-2.876234681,-0.71%
4.942,-4.855152275,-2.819906231,-0.72%
4.943,-4.803530589,-2.763455189,-0.74%
4.944,-4.751735906,-2.706882859,-0.76%
4.945,-4.699769362,-2.650190547,-0.77%
4.946,-4.647632096,-2.593379567,-0.79%
4.947,-4.595325256,-2.536451234,-0.81%
4.948,-4.542849993,-2.479406869,-0.83%
4.949,-4.490207465,-2.422247798,-0.85%
4.95,-4.437398833,-2.36497535,-0.88%
4.951,-4.384425267,-2.307590858,-0.90%
4.952,-4.331287938,-2.250095659,-0.92%
4.953,-4.277988026,-2.192491095,-0.95%
4.954,-4.224526715,-2.134778513,-0.98%
4.955,-4.170905193,-2.076959262,-1.01%
4.956,-4.117124655,-2.019034696,-1.04%
4.957,-4.0631863,-1.961006172,-1.07%
4.958,-4.009091333,-1.902875054,-1.11%
4.959,-3.954840965,-1.844642706,-1.14%
4.96,-3.900436409,-1.786310499,-1.18%
4.961,-3.845878887,-1.727879806,-1.23%
4.962,-3.791169622,-1.669352005,-1.27%
4.963,-3.736309847,-1.610728478,-1.32%
4.964,-3.681300796,-1.552010609,-1.37%
4.965,-3.626143708,-1.493199787,-1.43%
4.966,-3.570839831,-1.434297405,-1.49%
4.967,-3.515390413,-1.37530486,-1.56%
4.968,-3.459796711,-1.316223552,-1.63%
4.969,-3.404059983,-1.257054885,-1.71%
4.97,-3.348181495,-1.197800265,-1.80%
4.971,-3.292162518,-1.138461103,-1.89%
4.972,-3.236004325,-1.079038815,-2.00%
4.973,-3.179708196,-1.019534818,-2.12%
4.974,-3.123275414,-0.959950534,-2.25%
4.975,-3.06670727,-0.900287387,-2.41%
4.976,-3.010005057,-0.840546807,-2.58%
4.977,-2.953170072,-0.780730224,-2.78%
4.978,-2.89620362,-0.720839073,-3.02%
4.979,-2.839107007,-0.660874794,-3.30%
4.98,-2.781881545,-0.600838828,-3.63%
4.981,-2.724528552,-0.540732619,-4.04%
4.982,-2.667049349,-0.480557616,-4.55%
4.983,-2.609445261,-0.420315271,-5.21%
4.984,-2.551717619,-0.360007037,-6.09%
4.985,-2.493867758,-0.299634373,-7.32%
4.986,-2.435897016,-0.239198739,-9.18%
4.987,-2.377806737,-0.178701598,-12.31%
4.988,-2.31959827,-0.118144418,-18.63%
4.989,-2.261272966,-0.057528669,-38.31%
4.99,-2.202832182,0.003144177,701.61%
4.991,-2.144277278,0.063872645,34.57%
4.992,-2.085609621,0.124655255,17.73%
4.993,-2.026830578,0.185490527,11.93%
4.994,-1.967941525,0.246376976,8.99%
4.995,-1.908943837,0.307313115,7.21%
4.996,-1.849838897,0.368297455,6.02%
4.997,-1.790628092,0.429328503,5.17%
4.998,-1.73131281,0.490404764,4.53%
4.999,-1.671894445,0.551524741,4.03%
5,-1.612374396,0.612686932,3.63%
5.001,-1.552754065,0.673889836,3.30%
5.002,-1.493034857,0.735131947,3.03%
5.003,-1.433218181,0.796411757,2.80%
5.004,-1.373305453,0.857727755,2.60%
5.005,-1.313298089,0.919078429,2.43%
5.006,-1.253197509,0.980462264,2.28%
5.007,-1.193005141,1.041877741,2.15%
5.008,-1.132722411,1.103323342,2.03%
5.009,-1.072350753,1.164797544,1.92%
5.01,-1.011891603,1.226298823,1.83%
5.011,-0.9513464,1.287825651,1.74%
5.012,-0.890716589,1.349376501,1.66%
5.013,-0.830003615,1.410949842,1.59%
5.014,-0.769208931,1.47254414,1.52%
5.015,-0.708333988,1.53415786,1.46%
5.016,-0.647380247,1.595789465,1.41%
5.017,-0.586349166,1.657437417,1.35%
5.018,-0.525242211,1.719100174,1.31%
5.019,-0.46406085,1.780776193,1.26%
5.02,-0.402806553,1.842463929,1.22%
5.021,-0.341480796,1.904161836,1.18%
5.022,-0.280085055,1.965868366,1.14%
5.023,-0.218620812,2.027581967,1.11%
5.024,-0.157089552,2.089301088,1.08%
5.025,-0.09549276,2.151024176,1.04%
5.026,-0.033831929,2.212749675,1.02%
5.027,0.027891448,2.274476028,0.99%
5.028,0.089675876,2.336201676,0.96%
5.029,0.151519853,2.397925061,0.94%
5.03,0.213421877,2.459644619,0.91%
5.031,0.275380443,2.521358788,0.89%
5.032,0.337394041,2.583066003,0.87%
5.033,0.39946116,2.6447647,0.85%
5.034,0.461580287,2.70645331,0.83%
5.035,0.523749902,2.768130264,0.81%
5.036,0.585968488,2.829793994,0.79%
5.037,0.648234519,2.891442929,0.78%
5.038,0.710546472,2.953075495,0.76%
5.039,0.772902818,3.01469012,0.74%
5.04,0.835302026,3.076285228,0.73%
5.041,0.897742562,3.137859246,0.71%
5.042,0.960222891,3.199410595,0.70%
5.043,1.022741474,3.260937699,0.69%
5.044,1.085296769,3.322438978,0.67%
5.045,1.147887234,3.383912854,0.66%
5.046,1.210511322,3.445357745,0.65%
5.047,1.273167485,3.506772071,0.64%
5.048,1.335854171,3.568154249,0.63%
5.049,1.398569829,3.629502697,0.61%
5.05,1.461312902,3.690815831,0.60%
5.051,1.524081833,3.752092067,0.59%
5.052,1.586875062,3.81332982,0.58%
5.053,1.649691027,3.874527504,0.57%
5.054,1.712528164,3.935683533,0.56%
5.055,1.775384907,3.996796321,0.56%
5.056,1.838259687,4.05786428,0.55%
5.057,1.901150935,4.118885823,0.54%
5.058,1.964057077,4.179859363,0.53%
5.059,2.026976539,4.240783309,0.52%
5.06,2.089907746,4.301656075,0.51%
5.061,2.152849119,4.36247607,0.51%
5.062,2.215799078,4.423241706,0.50%
5.063,2.278756042,4.483951393,0.49%
5.064,2.341718428,4.544603541,0.48%
5.065,2.404684649,4.605196561,0.48%
5.066,2.467653119,4.665728863,0.47%
5.067,2.53062225,4.726198856,0.46%
5.068,2.593590452,4.786604952,0.46%
5.069,2.656556133,4.846945559,0.45%
5.07,2.719517699,4.907219088,0.45%
5.071,2.782473556,4.967423949,0.44%
5.072,2.845422109,5.027558553,0.43%
5.073,2.908361758,5.087621309,0.43%
5.074,2.971290906,5.14761063,0.42%
5.075,3.034207952,5.207524926,0.42%
5.076,3.097111295,5.267362608,0.41%
5.077,3.159999332,5.327122088,0.41%
5.078,3.222870458,5.386801778,0.40%
5.079,3.285723069,5.44640009,0.40%
5.08,3.348555558,5.505915439,0.39%
5.081,3.411366318,5.565346236,0.39%
5.082,3.47415374,5.624690896,0.38%
5.083,3.536916215,5.683947834,0.38%
5.084,3.599652133,5.743115464,0.37%
5.085,3.662359881,5.802192204,0.37%
5.086,3.725037847,5.861176469,0.36%
5.087,3.787684419,5.920066677,0.36%
5.088,3.850297982,5.978861246,0.36%
5.089,3.912876921,6.037558595,0.35%
5.09,3.975419622,6.096157144,0.35%
5.091,4.037924467,6.154655314,0.34%
5.092,4.100389839,6.213051526,0.34%
5.093,4.162814122,6.271344203,0.34%
5.094,4.225195697,6.32953177,0.33%
5.095,4.287532946,6.38761265,0.33%
5.096,4.349824248,6.44558527,0.33%
5.097,4.412067986,6.503448057,0.32%
5.098,4.474262538,6.56119944,0.32%
5.099,4.536406284,6.618837848,0.31%
5.1,4.598497604,6.676361711,0.31%
5.101,4.660534876,6.733769463,0.31%
5.102,4.72251648,6.791059536,0.30%
5.103,4.784440793,6.848230366,0.30%
5.104,4.846306194,6.905280388,0.30%
5.105,4.908111062,6.962208042,0.30%
5.106,4.969853773,7.019011766,0.29%
5.107,5.031532707,7.075690001,0.29%
5.108,5.093146241,7.132241191,0.29%
5.109,5.154692754,7.188663778,0.28%
5.11,5.216170623,7.244956209,0.28%
5.111,5.277578227,7.301116933,0.28%
5.112,5.338913944,7.357144398,0.27%
5.113,5.400176152,7.413037055,0.27%
5.114,5.461363231,7.468793358,0.27%
5.115,5.52247356,7.524411762,0.27%
5.116,5.583505517,7.579890723,0.26%
5.117,5.644457484,7.635228701,0.26%
5.118,5.705327839,7.690424157,0.26%
5.119,5.766114964,7.745475553,0.26%
5.12,5.826817239,7.800381355,0.25%
5.121,5.887433047,7.855140031,0.25%
5.122,5.947960769,7.909750048,0.25%
5.123,6.008398788,7.96420988,0.25%
5.124,6.068745488,8.018518,0.24%
5.125,6.128999252,8.072672884,0.24%
5.126,6.189158466,8.126673012,0.24%
5.127,6.249221516,8.180516863,0.24%
5.128,6.309186787,8.234202922,0.23%
5.129,6.369052667,8.287729674,0.23%
5.13,6.428817544,8.341095607,0.23%
5.131,6.488479807,8.394299213,0.23%
5.132,6.548037847,8.447338985,0.22%
5.133,6.607490054,8.50021342,0.22%
5.134,6.666834821,8.552921015,0.22%
5.135,6.726070541,8.605460274,0.22%
5.136,6.785195609,8.657829699,0.22%
5.137,6.844208419,8.710027798,0.21%
5.138,6.90310737,8.762053081,0.21%
5.139,6.961890859,8.813904061,0.21%
5.14,7.020557285,8.865579254,0.21%
5.141,7.07910505,8.917077177,0.21%
5.142,7.137532555,8.968396354,0.20%
5.143,7.195838205,9.019535308,0.20%
5.144,7.254020404,9.070492567,0.20%
5.145,7.312077559,9.121266663,0.20%
5.146,7.370008079,9.171856129,0.20%
5.147,7.427810372,9.222259502,0.19%
5.148,7.485482851,9.272475324,0.19%
5.149,7.543023929,9.322502137,0.19%
5.15,7.600432021,9.37233849,0.19%
5.151,7.657705542,9.421982932,0.19%
5.152,7.714842913,9.471434016,0.19%
5.153,7.771842553,9.520690302,0.18%
5.154,7.828702884,9.569750349,0.18%
5.155,7.88542233,9.618612721,0.18%
5.156,7.941999319,9.667275987,0.18%
5.157,7.998432277,9.715738717,0.18%
5.158,8.054719636,9.763999487,0.18%
5.159,8.110859827,9.812056876,0.17%
5.16,8.166851285,9.859909467,0.17%
5.161,8.222692447,9.907555844,0.17%
5.162,8.278381751,9.954994599,0.17%
5.163,8.33391764,10.00222432,0.17%
5.164,8.389298556,10.04924362,0.17%
5.165,8.444522945,10.09605108,0.16%
5.166,8.499589256,10.14264533,0.16%
5.167,8.554495939,10.18902495,0.16%
5.168,8.609241448,10.23518858,0.16%
5.169,8.663824238,10.28113482,0.16%
5.17,8.718242768,10.32686231,0.16%
5.171,8.772495498,10.37236965,0.15%
5.172,8.826580892,10.4176555,0.15%
5.173,8.880497416,10.46271847,0.15%
5.174,8.93424354,10.50755721,0.15%
5.175,8.987817734,10.55217035,0.15%
5.176,9.041218474,10.59655656,0.15%
5.177,9.094444238,10.64071448,0.15%
5.178,9.147493504,10.68464276,0.14%
5.179,9.200364757,10.72834007,0.14%
5.18,9.253056483,10.77180507,0.14%
5.181,9.305567171,10.81503643,0.14%
5.182,9.357895313,10.85803283,0.14%
5.183,9.410039405,10.90079294,0.14%
5.184,9.461997945,10.94331544,0.14%
5.185,9.513769435,10.98559903,0.13%
5.186,9.565352381,11.0276424,0.13%
5.187,9.61674529,11.06944425,0.13%
5.188,9.667946673,11.11100327,0.13%
5.189,9.718955047,11.15231817,0.13%
5.19,9.769768928,11.19338768,0.13%
5.191,9.820386839,11.23421049,0.13%
5.192,9.870807305,11.27478535,0.12%
5.193,9.921028855,11.31511096,0.12%
5.194,9.971050021,11.35518607,0.12%
5.195,10.02086934,11.39500941,0.12%
5.196,10.07048535,11.43457973,0.12%
5.197,10.11989659,11.47389576,0.12%
5.198,10.16910161,11.51295627,0.12%
5.199,10.21809897,11.55176001,0.12%
5.2,10.26688721,11.59030574,0.11%
5.201,10.3154649,11.62859223,0.11%
5.202,10.3638306,11.66661826,0.11%
5.203,10.41198286,11.70438261,0.11%
5.204,10.45992027,11.74188405,0.11%
5.205,10.5076414,11.77912137,0.11%
5.206,10.55514482,11.81609338,0.11%
5.207,10.60242912,11.85279888,0.11%
5.208,10.64949288,11.88923666,0.10%
5.209,10.6963347,11.92540554,0.10%
5.21,10.74295316,11.96130434,0.10%
5.211,10.78934687,11.99693189,0.10%
5.212,10.83551443,12.032287,0.10%
5.213,10.88145445,12.06736851,0.10%
5.214,10.92716554,12.10217527,0.10%
5.215,10.97264631,12.13670612,0.10%
5.216,11.01789539,12.17095991,0.09%
5.217,11.0629114,12.2049355,0.09%
5.218,11.10769298,12.23863175,0.09%
5.219,11.15223874,12.27204753,0.09%
5.22,11.19654735,12.30518172,0.09%
5.221,11.24061742,12.3380332,0.09%
5.222,11.28444763,12.37060085,0.09%
5.223,11.32803661,12.40288357,0.09%
5.224,11.37138302,12.43488025,0.09%
5.225,11.41448554,12.46658981,0.08%
5.226,11.45734282,12.49801116,0.08%
5.227,11.49995353,12.5291432,0.08%
5.228,11.54231636,12.55998488,0.08%
5.229,11.58442999,12.59053511,0.08%
5.23,11.62629309,12.62079283,0.08%
5.231,11.66790438,12.65075699,0.08%
5.232,11.70926253,12.68042654,0.08%
5.233,11.75036625,12.70980043,0.08%
5.234,11.79121426,12.73887762,0.07%
5.235,11.83180525,12.76765709,0.07%
5.236,11.87213796,12.7961378,0.07%
5.237,11.91221109,12.82431874,0.07%
5.238,11.95202339,12.8521989,0.07%
5.239,11.99157358,12.87977727,0.07%
5.24,12.03086041,12.90705285,0.07%
5.241,12.0698826,12.93402466,0.07%
5.242,12.10863893,12.9606917,0.07%
5.243,12.14712813,12.987053,0.06%
5.244,12.18534898,13.01310758,0.06%
5.245,12.22330023,13.03885449,0.06%
5.246,12.26098066,13.06429275,0.06%
5.247,12.29838905,13.08942143,0.06%
5.248,12.33552417,13.11423958,0.06%
5.249,12.37238482,13.13874625,0.06%
5.25,12.40896979,13.16294052,0.06%
5.251,12.44527788,13.18682146,0.06%
5.252,12.4813079,13.21038816,0.06%
5.253,12.51705866,13.23363971,0.05%
5.254,12.55252897,13.25657521,0.05%
5.255,12.58771766,13.27919375,0.05%
5.256,12.62262356,13.30149446,0.05%
5.257,12.6572455,13.32347644,0.05%
5.258,12.69158232,13.34513883,0.05%
5.259,12.72563288,13.36648076,0.05%
5.26,12.75939603,13.38750136,0.05%
5.261,12.79287061,13.40819979,0.05%
5.262,12.82605551,13.4285752,0.04%
5.263,12.8589496,13.44862676,0.04%
5.264,12.89155174,13.46835362,0.04%
5.265,12.92386082,13.48775498,0.04%
5.266,12.95587574,13.50683001,0.04%
5.267,12.9875954,13.5255779,0.04%
5.268,13.01901869,13.54399786,0.04%
5.269,13.05014452,13.56208909,0.04%
5.27,13.08097182,13.5798508,0.04%
5.271,13.1114995,13.59728222,0.04%
5.272,13.14172649,13.61438257,0.03%
5.273,13.17165173,13.6311511,0.03%
5.274,13.20127416,13.64758704,0.03%
5.275,13.23059273,13.66368965,0.03%
5.276,13.25960639,13.67945819,0.03%
5.277,13.28831411,13.69489192,0.03%
5.278,13.31671486,13.70999013,0.03%
5.279,13.3448076,13.72475209,0.03%
5.28,13.37259133,13.73917709,0.03%
5.281,13.40006503,13.75326443,0.03%
5.282,13.4272277,13.76701343,0.02%
5.283,13.45407833,13.78042339,0.02%
5.284,13.48061595,13.79349363,0.02%
5.285,13.50683956,13.80622349,0.02%
5.286,13.53274819,13.8186123,0.02%
5.287,13.55834087,13.83065941,0.02%
5.288,13.58361664,13.84236417,0.02%
5.289,13.60857454,13.85372595,0.02%
5.29,13.63321362,13.86474411,0.02%
5.291,13.65753294,13.87541803,0.02%
5.292,13.68153157,13.8857471,0.01%
5.293,13.70520858,13.89573071,0.01%
5.294,13.72856305,13.90536827,0.01%
5.295,13.75159407,13.91465918,0.01%
5.296,13.77430073,13.92360287,0.01%
5.297,13.79668213,13.93219875,0.01%
5.298,13.81873739,13.94044627,0.01%
5.299,13.84046561,13.94834487,0.01%
5.3,13.86186593,13.95589399,0.01%
5.301,13.88293747,13.9630931,0.01%
5.302,13.90367938,13.96994167,0.00%
5.303,13.92409079,13.97643918,0.00%
5.304,13.94417087,13.9825851,0.00%
5.305,13.96391877,13.98837893,0.00%
5.306,13.98333367,13.99382017,0.00%
5.307,14.00241474,13.99890833,0.00%
5.308,14.02116116,14.00364294,0.00%
5.309,14.03957212,14.00802351,0.00%
5.31,14.05764683,14.01204958,0.00%
5.311,14.07538449,14.0157207,0.00%
5.312,14.09278432,14.01903641,0.01%
5.313,14.10984553,14.02199628,0.01%
5.314,14.12656736,14.02459988,0.01%
5.315,14.14294906,14.02684678,0.01%
5.316,14.15898985,14.02873658,0.01%
5.317,14.174689,14.03026886,0.01%
5.318,14.19004576,14.03144323,0.01%
5.319,14.20505942,14.0322593,0.01%
5.32,14.21972924,14.0327167,0.01%
5.321,14.23405451,14.03281505,0.01%
5.322,14.24803452,14.03255399,0.02%
5.323,14.26166858,14.03193317,0.02%
5.324,14.27495599,14.03095224,0.02%
5.325,14.28789607,14.02961087,0.02%
5.326,14.30048816,14.02790873,0.02%
5.327,14.31273157,14.0258455,0.02%
5.328,14.32462565,14.02342088,0.02%
5.329,14.33616976,14.02063456,0.02%
5.33,14.34736325,14.01748625,0.02%
5.331,14.35820549,14.01397568,0.02%
5.332,14.36869585,14.01010256,0.03%
5.333,14.37883372,14.00586663,0.03%
5.334,14.38861848,14.00126764,0.03%
5.335,14.39804954,13.99630533,0.03%
5.336,14.4071263,13.99097948,0.03%
5.337,14.41584818,13.98528984,0.03%
5.338,14.42421461,13.97923621,0.03%
5.339,14.43222502,13.97281836,0.03%
5.34,14.43987884,13.96603611,0.03%
5.341,14.44717553,13.95888924,0.03%
5.342,14.45411455,13.95137759,0.04%
5.343,14.46069537,13.94350097,0.04%
5.344,14.46691745,13.93525922,0.04%
5.345,14.47278029,13.92665218,0.04%
5.346,14.47828338,13.9176797,0.04%
5.347,14.48342621,13.90834165,0.04%
5.348,14.4882083,13.89863789,0.04%
5.349,14.49262916,13.8885683,0.04%
5.35,14.49668833,13.87813278,0.04%
5.351,14.50038533,13.86733122,0.05%
5.352,14.50371971,13.85616352,0.05%
5.353,14.50669103,13.8446296,0.05%
5.354,14.50929885,13.83272939,0.05%
5.355,14.51154273,13.82046282,0.05%
5.356,14.51342226,13.80782984,0.05%
