x,y (H1),EXACT,%Err(H1)
----,----------,----------,-------
0,0,0,-nan(ind)%,
0.198,0.9230281085,0.8266889349,0.11654%,
0.199,0.9265086465,0.8292447029,0.11729%,
0.2,0.9299692608,0.8317770765,0.11805%,
0.201,0.933409844,0.8342859685,0.11881%,
0.202,0.9368302892,0.8367712919,0.11958%,
0.203,0.9402304898,0.8392329604,0.12035%,
0.204,0.9436103396,0.8416708882,0.12112%,
0.205,0.946969733,0.8440849898,0.12189%,
0.206,0.9503085645,0.8464751805,0.12267%,
0.207,0.9536267293,0.8488413759,0.12345%,
0.208,0.9569241229,0.8511834923,0.12423%,
0.209,0.9602006411,0.8535014464,0.12501%,
0.21,0.9634561803,0.8557951554,0.1258%,
0.211,0.9666906374,0.8580645373,0.12659%,
0.212,0.9699039094,0.8603095103,0.12739%,
0.213,0.973095894,0.8625299932,0.12819%,
0.214,0.9762664893,0.8647259055,0.12899%,
0.215,0.9794155937,0.8668971671,0.12979%,
0.216,0.9825431063,0.8690436985,0.1306%,
0.217,0.9856489264,0.8711654208,0.13141%,
0.218,0.9887329538,0.8732622554,0.13223%,
0.219,0.9917950888,0.8753341246,0.13305%,
0.22,0.9948352323,0.8773809511,0.13387%,
0.221,0.9978532853,0.879402658,0.13469%,
0.222,1.000849149,0.8813991691,0.13552%,
0.223,1.003822727,0.8833704088,0.13636%,
0.224,1.00677392,0.8853163021,0.13719%,
0.225,1.009702633,0.8872367744,0.13803%,
0.226,1.012608768,0.8891317517,0.13887%,
0.227,1.015492229,0.8910011607,0.13972%,
0.228,1.018352922,0.8928449285,0.14057%,
0.229,1.02119075,0.894662983,0.14143%,
0.23,1.024005619,0.8964552525,0.14228%,
0.231,1.026797436,0.8982216659,0.14314%,
0.232,1.029566107,0.8999621527,0.14401%,
0.233,1.032311538,0.901676643,0.14488%,
0.234,1.035033637,0.9033650675,0.14575%,
0.235,1.037732312,0.9050273575,0.14663%,
0.236,1.040407471,0.9066634447,0.14751%,
0.237,1.043059023,0.9082732618,0.1484%,
0.238,1.045686878,0.9098567416,0.14929%,
0.239,1.048290945,0.9114138179,0.15018%,
0.24,1.050871135,0.9129444248,0.15108%,
0.241,1.053427359,0.9144484974,0.15198%,
0.242,1.055959528,0.9159259709,0.15289%,
0.243,1.058467554,0.9173767815,0.1538%,
0.244,1.06095135,0.9188008659,0.15471%,
0.245,1.063410828,0.9201981613,0.15563%,
0.246,1.065845903,0.9215686056,0.15656%,
0.247,1.068256488,0.9229121374,0.15748%,
0.248,1.070642498,0.9242286957,0.15842%,
0.249,1.073003848,0.9255182204,0.15935%,
0.25,1.075340453,0.9267806518,0.1603%,
0.251,1.077652231,0.9280159309,0.16124%,
0.252,1.079939097,0.9292239993,0.16219%,
0.253,1.082200969,0.9304047993,0.16315%,
0.254,1.084437765,0.9315582738,0.16411%,
0.255,1.086649403,0.9326843663,0.16508%,
